Location,Avg Price,Latitude,Longitude,Profile Score,Profile
"ABERDARE, POWYS",292083,51.716154,-3.451816,2.3333333333333335,TDL
"ABERDARE, RHONDDA CYNON TAFF",128941,51.716154,-3.451816,2.3333333333333335,TDL
"ABERGAVENNY, BLAENAU GWENT",260000,51.7714428,-3.2458735,2.0,TMLA
"ABERGAVENNY, CARDIFF",180000,51.8220025,-3.0198044,3.0,WMA
"ABERGAVENNY, MONMOUTHSHIRE",236046,51.825366,-3.019423,3.0,WMA
"ABERGELE, CONWY",154486,53.284355,-3.581405,3.0,T
"ABERGELE, DENBIGHSHIRE",212550,53.284355,-3.581405,3.0,T
"ABERYSTWYTH, CEREDIGION",197828,52.41530299999999,-4.08292,2.3333333333333335,TML
"ABINGDON, BEDFORD",324950,52.1386394,-0.4667782,2.2,STMLA
"ABINGDON, OXFORDSHIRE",344658,51.67078,-1.2879529,5.0,W
"ACCRINGTON, BLACKBURN WITH DARWEN",115250,53.753609,-2.37218,1.6666666666666667,DLA
"ACCRINGTON, LANCASHIRE",124546,53.753609,-2.37218,1.6666666666666667,DLA
"ADDLESTONE, SURREY",355816,51.369813,-0.488641,2.6,WSMLA
"ALCESTER, WARWICKSHIRE",262013,52.215311,-1.867605,5.0,W
"ALCESTER, WORCESTERSHIRE",368235,52.215311,-1.867605,5.0,W
"ALDERLEY EDGE, CHESHIRE EAST",422503,53.301554,-2.237216,3.6666666666666665,WSM
"ALDERSHOT, HAMPSHIRE",240701,51.248366,-0.7557509,2.5,STML
"ALDERSHOT, SURREY",305148,51.248366,-0.7557509,2.5,STML
"ALFRETON, DERBYSHIRE",148135,53.09744999999999,-1.382256,1.6666666666666667,TLA
"ALFRETON, NOTTINGHAMSHIRE",96583,53.1006899,-1.3698512,1.6666666666666667,TLA
"ALNWICK, NORTHUMBERLAND",216290,55.412744,-1.706299,2.0,SMLA
"ALTON, HAMPSHIRE",363756,51.150719,-0.973177,3.0,WSA
"ALTRINCHAM, CHESHIRE EAST",449859,53.38690459999999,-2.3488983,3.0,WSDA
"ALTRINCHAM, GREATER MANCHESTER",329720,53.38690459999999,-2.3488983,3.0,WSDA
"AMERSHAM, BUCKINGHAMSHIRE",484777,51.6755179,-0.6072409999999999,3.0,T
"AMMANFORD, CARMARTHENSHIRE",138778,51.792888,-3.988459,2.0,TL
"AMMANFORD, NEATH PORT TALBOT",103161,51.7956806,-3.996750199999999,2.0,TL
"AMMANFORD, SWANSEA",148333,51.62144,-3.943645999999999,2.2,STMLA
"ANDOVER, HAMPSHIRE",265608,51.2111975,-1.4919233,2.6666666666666665,WSTDLA
"ANDOVER, SOUTHAMPTON",238000,50.9120624,-1.4218703,2.6666666666666665,WSTDLA
"ANDOVER, WILTSHIRE",224367,51.2090925,-1.5215517,2.6666666666666665,WSTDLA
"ASCOT, BRACKNELL FOREST",407860,51.4062365,-0.6755624,3.0,T
"ASCOT, SURREY",559735,51.4062365,-0.6755624,3.0,T
"ASCOT, WINDSOR AND MAIDENHEAD",513034,51.4062365,-0.6755624,3.0,T
"ASHBOURNE, DERBYSHIRE",287197,53.016626,-1.732179,3.0,WSA
"ASHBOURNE, STAFFORDSHIRE",261192,53.016626,-1.732179,3.0,WSA
"ASHBY-DE-LA-ZOUCH, DERBYSHIRE",516000,52.749212,-1.468618,2.0,TA
"ASHBY-DE-LA-ZOUCH, LEICESTER",190000,52.749212,-1.468618,2.0,TA
"ASHBY-DE-LA-ZOUCH, LEICESTERSHIRE",253794,52.749212,-1.468618,2.0,TA
"ASHFORD, EAST SUSSEX",125000,51.1464659,0.875019,3.0,WSTDL
"ASHFORD, GREATER LONDON",363333,51.4274516,-0.4552643,5.0,W
"ASHFORD, KENT",263171,51.1464659,0.875019,3.0,WSTDL
"ASHFORD, SURREY",341632,51.4274516,-0.4552643,5.0,W
"ASHINGTON, NORTHUMBERLAND",132118,55.182978,-1.5659829,1.6666666666666667,DLA
"ASHTEAD, SURREY",533082,51.31068399999999,-0.296968,3.0,WSTL
"ASHTON-UNDER-LYNE, GREATER MANCHESTER",131997,53.4876815,-2.0961077,2.3333333333333335,STDMLA
"ATHERSTONE, LEICESTERSHIRE",330498,52.576614,-1.543763,1.0,A
"ATHERSTONE, WARWICKSHIRE",183148,52.576614,-1.543763,1.0,A
"ATTLEBOROUGH, NORFOLK",234486,52.518064,1.015527,2.0,SL
"AXMINSTER, DEVON",259643,50.78272699999999,-2.994937,3.0,T
"AYLESBURY, BUCKINGHAMSHIRE",300793,51.815606,-0.8084,2.7142857142857144,WSTDMLA
"AYLESBURY, MILTON KEYNES",363750,52.0606843,-0.8124359,2.0,TDLA
"AYLESBURY, OXFORDSHIRE",380875,51.815606,-0.8084,2.7142857142857144,WSTDMLA
"AYLESFORD, KENT",284320,51.304309,0.47806,3.0,WSMA
"AYLESFORD, MEDWAY",153000,51.304309,0.47806,3.0,WSMA
"BACUP, LANCASHIRE",140560,53.707167,-2.201259,3.0,M
"BACUP, WEST YORKSHIRE",152000,53.707167,-2.201259,3.0,M
"BAGILLT, FLINTSHIRE",126225,53.267912,-3.174352,2.5,STDL
"BAGSHOT, SURREY",348539,51.360343,-0.697894,5.0,W
"BAKEWELL, DERBYSHIRE",331813,53.215207,-1.676171,1.0,A
"BALDOCK, CAMBRIDGESHIRE",576666,51.9895039,-0.189128,2.0,SMLA
"BALDOCK, HERTFORDSHIRE",309745,51.9895039,-0.189128,2.0,SMLA
"BANBURY, NORTHAMPTONSHIRE",334770,52.0629009,-1.339775,3.0,WSMA
"BANBURY, OXFORDSHIRE",269962,52.0629009,-1.339775,3.0,WSMA
"BANGOR, GWYNEDD",165083,53.22739,-4.129263,2.6,WDMLA
"BANGOR, TORFAEN",241995,53.22739,-4.129263,2.6,WDMLA
"BANSTEAD, GREATER LONDON",827502,51.3221909,-0.205046,4.0,WD
"BANSTEAD, SURREY",458353,51.3221909,-0.205046,4.0,WD
"BARGOED, CAERPHILLY",105371,51.684912,-3.229699,2.3333333333333335,DMA
"BARGOED, CARDIFF",65000,51.4683539,-3.1807953,2.3333333333333335,STDMLA
"BARKING, GREATER LONDON",253095,51.536563,0.075766,2.6,STDML
"BARNARD CASTLE, COUNTY DURHAM",188854,54.545284,-1.923741,3.0,M
"BARNET, GREATER LONDON",455829,51.6049673,-0.2076295,3.0,WSTA
"BARNET, HERTFORDSHIRE",867000,51.6569225,-0.1949252,3.0,WSA
"BARNSLEY, HERTFORDSHIRE",527500,53.55263,-1.479726,2.2,TDMLA
"BARNSLEY, SOUTH YORKSHIRE",133308,53.55263,-1.479726,2.2,TDMLA
"BARNSLEY, WEST YORKSHIRE",163731,53.55263,-1.479726,2.2,TDMLA
"BARNSTAPLE, DEVON",226455,51.0781599,-4.058338,2.5,STDL
"BARROW-IN-FURNESS, CUMBRIA",137647,54.108967,-3.218894,2.3333333333333335,DMA
"BARRY, CARDIFF",110475,51.3997529,-3.2825859,2.5,TDML
"BARRY, NEWPORT",229995,51.3997529,-3.2825859,2.5,TDML
"BARRY, THE VALE OF GLAMORGAN",164892,51.3997529,-3.2825859,2.5,TDML
"BARTON-UPON-HUMBER, NORTH LINCOLNSHIRE",144602,53.686675,-0.443368,2.0,TL
"BASILDON, ESSEX",222872,51.57608399999999,0.488736,2.0,SDLA
"BASILDON, THURROCK",427142,51.5582929,0.4514304,2.3333333333333335,DML
"BASINGSTOKE, HAMPSHIRE",266731,51.26654,-1.0923964,2.7142857142857144,WSTDMLA
"BATH, BATH AND NORTH EAST SOMERSET",349396,51.3810641,-2.3590167,3.0,WSML
"BATH, SOMERSET",458264,51.3810641,-2.3590167,3.0,WSML
"BATH, SOUTH GLOUCESTERSHIRE",315000,51.4576114,-2.507493,2.2,SDMLA
"BATH, WILTSHIRE",417096,51.3810641,-2.3590167,3.0,WSML
"BATLEY, WEST YORKSHIRE",142359,53.717028,-1.635083,2.2,SDMLA
"BEACONSFIELD, BUCKINGHAMSHIRE",596697,51.602396,-0.6442409,3.6666666666666665,WST
"BECCLES, NORFOLK",277298,52.459333,1.566053,2.0,ML
"BECCLES, SUFFOLK",226628,52.459333,1.566053,2.0,ML
"BECKENHAM, GREATER LONDON",435719,51.40817,-0.025813,2.6,WSTLA
"BEDFORD, BEDFORD",253972,52.1386394,-0.4667782,2.2,STMLA
"BEDFORD, CENTRAL BEDFORDSHIRE",311577,52.0029744,-0.4651388999999999,4.0,WT
"BEDFORD, LUTON",217487,51.8786707,-0.4200255,2.0,SDLA
"BEDFORD, MILTON KEYNES",462650,52.0406224,-0.7594171,2.6666666666666665,WSDMLA
"BEDLINGTON, NORTHUMBERLAND",146584,55.131664,-1.599454,2.5,TDML
"BEDWORTH, WARWICKSHIRE",153436,52.481392,-1.468869,1.0,A
"BELPER, CITY OF DERBY",160000,53.0243899,-1.477616,2.0,MA
"BELPER, DERBYSHIRE",208655,53.0243899,-1.477616,2.0,MA
"BELVEDERE, GREATER LONDON",232614,51.48516499999999,0.14827,2.5,SDML
"BENFLEET, ESSEX",296544,51.54612299999999,0.567411,1.6666666666666667,MLA
"BENFLEET, SOUTHEND-ON-SEA",335000,51.56616709999999,0.5792811999999999,2.0,SMLA
"BERKHAMSTED, BUCKINGHAMSHIRE",410866,51.75976600000001,-0.5678569000000001,5.0,W
"BERKHAMSTED, CENTRAL BEDFORDSHIRE",620000,51.75976600000001,-0.5678569000000001,5.0,W
"BERKHAMSTED, HERTFORDSHIRE",491088,51.75976600000001,-0.5678569000000001,5.0,W
"BERWICK-UPON-TWEED, NORTHUMBERLAND",180064,55.770242,-2.005395,2.5,TDMA
"BEVERLEY, CITY OF KINGSTON UPON HULL",339950,53.841963,-0.435093,2.2,TDMLA
"BEVERLEY, EAST RIDING OF YORKSHIRE",209666,53.841963,-0.435093,2.2,TDMLA
"BEXHILL-ON-SEA, EAST SUSSEX",233982,50.8499062,0.4662071,2.0,STLA
"BEXLEY, GREATER LONDON",401022,51.4519021,0.1171786,2.6,STDML
"BEXLEY, KENT",368497,51.439933,0.154327,2.0,SDLA
"BEXLEYHEATH, GREATER LONDON",323333,51.45334099999999,0.13822,2.3333333333333335,STDMLA
"BICESTER, BUCKINGHAMSHIRE",404804,51.899603,-1.1535899,2.0,STLA
"BICESTER, OXFORDSHIRE",311802,51.899603,-1.1535899,2.0,STLA
"BIDEFORD, DEVON",220647,51.016684,-4.206666,2.2,TDMLA
"BIGGLESWADE, BEDFORD",270500,52.086938,-0.26422,2.3333333333333335,SDA
"BIGGLESWADE, CENTRAL BEDFORDSHIRE",257463,52.086938,-0.26422,2.3333333333333335,SDA
"BILLERICAY, ESSEX",384542,51.627903,0.418397,5.0,W
"BILLINGHAM, COUNTY DURHAM",119000,54.612537,-1.290961,3.0,TD
"BILLINGHAM, HARTLEPOOL",362630,54.612537,-1.290961,3.0,TD
"BILLINGHAM, STOCKTON-ON-TEES",157442,54.612537,-1.290961,3.0,TD
"BILSTON, WEST MIDLANDS",121429,52.56559499999999,-2.074088,2.3333333333333335,STDMLA
"BINGLEY, WEST YORKSHIRE",189152,53.847389,-1.833781,1.0,LA
"BIRKENHEAD, MERSEYSIDE",121361,53.38999099999999,-3.023009,2.2,STDLA
"BIRMINGHAM, WARWICKSHIRE",225339,52.48624299999999,-1.890401,2.3333333333333335,STDMLA
"BIRMINGHAM, WEST MIDLANDS",165647,52.48624299999999,-1.890401,2.3333333333333335,STDMLA
"BIRMINGHAM, WORCESTERSHIRE",298184,52.395423,-1.876519,2.0,SA
"BISHOP AUCKLAND, COUNTY DURHAM",151547,54.663822,-1.678788,2.2,SDMLA
"BISHOP AUCKLAND, DARLINGTON",102000,54.663822,-1.678788,2.2,SDMLA
"BISHOP'S STORTFORD, ESSEX",425982,51.8721635,0.1536502,3.0,WSTA
"BISHOP'S STORTFORD, HERTFORDSHIRE",345386,51.8721635,0.1536502,3.0,WSTA
"BLACKBURN, BLACKBURN WITH DARWEN",130887,53.748575,-2.487529,2.2,TDMLA
"BLACKBURN, BLACKPOOL",70000,53.748575,-2.487529,2.2,TDMLA
"BLACKBURN, LANCASHIRE",183770,53.748575,-2.487529,2.2,TDMLA
"BLACKPOOL, BLACKPOOL",119812,53.8175053,-3.0356748,2.0,SDLA
"BLACKPOOL, LANCASHIRE",208687,53.8175053,-3.0356748,2.0,SDLA
"BLACKWOOD, CAERPHILLY",135059,51.668935,-3.195787,2.5,SDMA
"BLACKWOOD, NEWPORT",120000,51.668935,-3.195787,2.5,SDMA
"BLANDFORD FORUM, DORSET",277325,50.856908,-2.165353,2.3333333333333335,TML
"BLAYDON-ON-TYNE, TYNE AND WEAR",144759,54.96122339999999,-1.7181963,2.0,DMLA
"BLYTH, NORTHUMBERLAND",138589,55.126957,-1.510277,2.0,DMLA
"BODMIN, CORNWALL",218659,50.4714961,-4.7188629,2.2,SDMLA
"BOGNOR REGIS, WEST SUSSEX",253204,50.782998,-0.673061,2.5,STML
"BOLDON COLLIERY, TYNE AND WEAR",151026,54.950456,-1.469053,2.5,TDML
"BOLTON, BLACKBURN WITH DARWEN",300700,53.695451,-2.46874,2.3333333333333335,SDL
"BOLTON, GREATER MANCHESTER",150238,53.57686469999999,-2.4282192,2.2,SDMLA
"BOLTON, LANCASHIRE",344274,53.57686469999999,-2.4282192,2.2,SDMLA
"BOOTLE, MERSEYSIDE",113453,53.44325500000001,-2.998895,2.3333333333333335,STDMLA
"BORDON, HAMPSHIRE",307366,51.115613,-0.861611,2.0,TL
"BOREHAMWOOD, HERTFORDSHIRE",371114,51.657728,-0.272308,2.5,WMLA
"BOSTON, LINCOLNSHIRE",155471,52.97893999999999,-0.026577,2.0,TDLA
"BOURNE END, BUCKINGHAMSHIRE",453625,51.5765108,-0.7100694,3.0,T
"BOURNE END, WINDSOR AND MAIDENHEAD",920000,51.5770985,-0.7104815,3.0,T
"BOURNE, LINCOLNSHIRE",194888,52.76859899999999,-0.378462,2.3333333333333335,STL
"BOURNEMOUTH, BOURNEMOUTH",243865,50.719164,-1.880769,2.6666666666666665,WSTDLA
"BOURNEMOUTH, POOLE",254912,50.71505,-1.987248,2.0,SDLA
"BRACKLEY, BUCKINGHAMSHIRE",325303,52.027411,-1.143152,4.0,WT
"BRACKLEY, NORTHAMPTONSHIRE",286183,52.027411,-1.143152,4.0,WT
"BRACKLEY, OXFORDSHIRE",506210,52.027411,-1.143152,4.0,WT
"BRACKNELL, BRACKNELL FOREST",322690,51.41604,-0.75398,3.0,WSTMA
"BRACKNELL, WEST BERKSHIRE",283950,51.41604,-0.75398,3.0,WSTMA
"BRACKNELL, WINDSOR AND MAIDENHEAD",365737,51.41604,-0.75398,3.0,WSTMA
"BRACKNELL, WOKINGHAM",525000,51.41604,-0.75398,3.0,WSTMA
"BRADFORD, WEST YORKSHIRE",134585,53.795984,-1.759398,2.2,TDMLA
"BRADFORD-ON-AVON, WILTSHIRE",329887,51.345178,-2.2525019,2.0,SL
"BRAINTREE, ESSEX",261096,51.880087,0.5509269,2.5,STML
"BRANDON, NORFOLK",165718,52.446542,0.622533,1.0,A
"BRANDON, SUFFOLK",155214,52.446542,0.622533,1.0,A
"BRAUNTON, DEVON",294960,51.10803900000001,-4.161014,3.0,T
"BRAUNTON, DORSET",80000,51.10803900000001,-4.161014,3.0,T
"BRECON, POWYS",215625,51.9489469,-3.391463,2.0,MA
"BRENTFORD, GREATER LONDON",447077,51.486073,-0.3101169,3.0,WSML
"BRENTWOOD, ESSEX",378374,51.620475,0.3071749,3.0,S
"BRENTWOOD, THURROCK",388000,51.6264875,0.2586997,2.0,SL
"BRIDGEND, BRIDGEND",153820,51.504286,-3.576945,2.2,STDLA
"BRIDGEND, CARDIFF",131500,51.5343551,-3.5799963,2.2,STDLA
"BRIDGEND, NEATH PORT TALBOT",255500,51.599137,-3.7995946,2.0,TMLA
"BRIDGEND, RHONDDA CYNON TAFF",150500,51.504286,-3.576945,2.2,STDLA
"BRIDGEND, THE VALE OF GLAMORGAN",345076,51.4979255,-3.5485376,2.0,TDLA
"BRIDGNORTH, SHROPSHIRE",224660,52.53445499999999,-2.424549,2.0,SA
"BRIDGNORTH, STAFFORDSHIRE",417500,52.53445499999999,-2.424549,2.0,SA
"BRIDGWATER, NORTH SOMERSET",161000,51.145945,-2.992042,2.2,SDMLA
"BRIDGWATER, SOMERSET",194365,51.127889,-3.003632,2.2,SDMLA
"BRIDLINGTON, EAST RIDING OF YORKSHIRE",141158,54.08535,-0.198802,2.3333333333333335,TMA
"BRIDLINGTON, NORTH YORKSHIRE",250000,54.08535,-0.198802,2.3333333333333335,TMA
"BRIDPORT, DORSET",286564,50.7335769,-2.758301,3.0,WML
"BRIERLEY HILL, WEST MIDLANDS",139258,52.4821669,-2.120309,2.0,SDLA
"BRIGG, LINCOLNSHIRE",293154,53.55184999999999,-0.491887,2.0,TL
"BRIGG, NORTH LINCOLNSHIRE",160510,53.55184999999999,-0.491887,2.0,TL
"BRIGHOUSE, WEST YORKSHIRE",159978,53.699729,-1.782501,3.0,WSTDL
"BRIGHTON, BRIGHTON AND HOVE",333924,50.82253000000001,-0.137163,2.7142857142857144,WSTDMLA
"BRIGHTON, EAST SUSSEX",315759,50.82253000000001,-0.137163,2.7142857142857144,WSTDMLA
"BRIGHTON, WEST SUSSEX",306574,50.82253000000001,-0.137163,2.7142857142857144,WSTDMLA
"BRISTOL, BATH AND NORTH EAST SOMERSET",304387,51.454513,-2.58791,2.6666666666666665,WSTDLA
"BRISTOL, CITY OF BRISTOL",254440,51.454513,-2.58791,2.6666666666666665,WSTDLA
"BRISTOL, GLOUCESTERSHIRE",230642,51.454513,-2.58791,2.6666666666666665,WSTDLA
"BRISTOL, NORTH SOMERSET",311636,51.4600794,-2.5915505,2.6666666666666665,WSTDLA
"BRISTOL, SOMERSET",453027,51.454513,-2.58791,2.6666666666666665,WSTDLA
"BRISTOL, SOUTH GLOUCESTERSHIRE",246589,51.454513,-2.58791,2.6666666666666665,WSTDLA
"BROADSTAIRS, KENT",269840,51.360163,1.432038,2.6,WSDLA
"BROADSTONE, DORSET",411581,50.75711,-1.992042,2.0,DL
"BROADSTONE, POOLE",375856,50.75711,-1.992042,2.0,DL
"BROMLEY, GREATER LONDON",396768,51.406025,0.013156,3.0,WSTL
"BROMSGROVE, WORCESTERSHIRE",239733,52.335589,-2.061906,2.6,WDMLA
"BROUGH, CITY OF KINGSTON UPON HULL",110000,53.729988,-0.5732149999999999,2.0,MA
"BROUGH, EAST RIDING OF YORKSHIRE",205111,53.729988,-0.5732149999999999,2.0,MA
"BROXBOURNE, ESSEX",529828,51.74347299999999,-0.021151,2.5,SDMA
"BROXBOURNE, HERTFORDSHIRE",336502,51.74347299999999,-0.021151,2.5,SDMA
"BUCKHURST HILL, ESSEX",469154,51.627572,0.034513,3.6666666666666665,WSM
"BUCKHURST HILL, GREATER LONDON",464762,51.627572,0.034513,3.6666666666666665,WSM
"BUCKINGHAM, BUCKINGHAMSHIRE",318584,51.999326,-0.987645,2.5,WTLA
"BUCKINGHAM, OXFORDSHIRE",397236,51.999326,-0.987645,2.5,WTLA
"BUCKLEY, DENBIGHSHIRE",176000,53.17005,-3.0814879,1.0,A
"BUCKLEY, FLINTSHIRE",166459,53.17005,-3.0814879,1.0,A
"BUDE, CORNWALL",275842,50.826636,-4.543678,2.3333333333333335,SML
"BUDE, DEVON",261000,50.826636,-4.543678,2.3333333333333335,SML
"BUDE, WILTSHIRE",187500,50.826636,-4.543678,2.3333333333333335,SML
"BURGESS HILL, EAST SUSSEX",383687,50.954469,-0.128701,3.0,WTL
"BURGESS HILL, WEST SUSSEX",309690,50.954469,-0.128701,3.0,WTL
"BURNHAM-ON-SEA, NORTH SOMERSET",232000,51.240139,-2.993858,2.0,TDLA
"BURNHAM-ON-SEA, SOMERSET",204557,51.240139,-2.993858,2.0,TDLA
"BURNLEY, LANCASHIRE",141205,53.7892877,-2.2405035,2.0,SDLA
"BURNTWOOD, STAFFORDSHIRE",185815,52.679936,-1.921781,2.3333333333333335,TMA
"BURTON-ON-TRENT, DERBYSHIRE",291418,52.81402809999999,-1.6371359,2.3333333333333335,STDMLA
"BURTON-ON-TRENT, STAFFORDSHIRE",187052,52.81402809999999,-1.6371359,2.3333333333333335,STDMLA
"BURTON-ON-TRENT, STOKE-ON-TRENT",70000,52.9889907,-2.1341568,2.0,SDLA
"BURY ST EDMUNDS, SUFFOLK",265413,52.2429228,0.7104931999999999,3.0,WSTDA
"BURY, GREATER MANCHESTER",165368,53.5933498,-2.2966054,2.0,TDLA
"BURY, LANCASHIRE",188746,53.5933498,-2.2966054,2.0,TDLA
"BUSHEY, HERTFORDSHIRE",451770,51.64761499999999,-0.35842,1.6666666666666667,SLA
"BUXTON, DERBYSHIRE",199874,53.259082,-1.91483,3.0,WMA
"BUXTON, STAFFORDSHIRE",258361,53.259082,-1.91483,3.0,WMA
"CAERNARFON, GWYNEDD",156503,53.139551,-4.273911,3.0,TDM
"CAERPHILLY, CAERPHILLY",158273,51.578829,-3.218134,2.2,TDMLA
"CAERPHILLY, CARDIFF",340000,51.48158100000001,-3.17909,2.2,SDMLA
"CALDICOT, MONMOUTHSHIRE",207157,51.591518,-2.750868,4.0,WD
"CALDICOT, NEWPORT",318934,51.591518,-2.750868,4.0,WD
"CALLINGTON, CORNWALL",212821,50.502332,-4.315735,3.0,T
"CALNE, WILTSHIRE",224094,51.43933,-2.003884,3.0,ST
"CAMBERLEY, HAMPSHIRE",342792,51.3353899,-0.742856,2.5,WSLA
"CAMBERLEY, SURREY",368548,51.3353899,-0.742856,2.5,WSLA
"CAMBORNE, CORNWALL",169783,50.21277,-5.2947749,2.0,TMLA
"CAMBRIDGE, CAMBRIDGESHIRE",371595,52.205337,0.121817,2.6,WSDLA
"CAMBRIDGE, CITY OF PETERBOROUGH",754995,52.5853118,-0.2487812,2.6666666666666665,WSDMLA
"CAMBRIDGE, ESSEX",625500,52.205337,0.121817,2.6,WSDLA
"CANNOCK, STAFFORDSHIRE",161415,52.69994080000001,-2.0218293,2.3333333333333335,STDMLA
"CANNOCK, WEST MIDLANDS",210000,52.69994080000001,-2.0218293,2.3333333333333335,STDMLA
"CANTERBURY, KENT",279238,51.280233,1.0789089,2.6666666666666665,WSDMLA
"CANVEY ISLAND, ESSEX",223900,51.517083,0.578411,3.0,SM
"CARDIFF, CAERPHILLY",369310,51.48158100000001,-3.17909,2.2,SDMLA
"CARDIFF, CARDIFF",205130,51.48158100000001,-3.17909,2.2,SDMLA
"CARDIFF, NEWPORT",315159,51.584151,-2.997664,2.2,SDMLA
"CARDIFF, PEMBROKESHIRE",390000,52.0557785,-4.634951,2.0,TA
"CARDIFF, RHONDDA CYNON TAFF",169471,51.5655411,-3.2745162,1.6666666666666667,TLA
"CARDIFF, SWANSEA",110000,51.4627496,-3.1888088,2.3333333333333335,STDMLA
"CARDIFF, THE VALE OF GLAMORGAN",325301,51.48158100000001,-3.17909,2.2,SDMLA
"CARDIGAN, CEREDIGION",185351,52.083703,-4.660864,2.0,TA
"CARLISLE, CUMBRIA",154552,54.892473,-2.932931,2.3333333333333335,STDMLA
"CARMARTHEN, CARMARTHENSHIRE",178536,51.85762,-4.312131,1.6666666666666667,MLA
"CARNFORTH, CUMBRIA",264420,54.1417256,-2.7516498,2.0,TA
"CARNFORTH, LANCASHIRE",226766,54.127363,-2.768112,2.0,TA
"CARSHALTON, GREATER LONDON",354266,51.365018,-0.164921,3.0,WSDML
"CARSHALTON, SURREY",444500,51.365018,-0.164921,3.0,WSDML
"CARTERTON, OXFORDSHIRE",251448,51.759712,-1.593124,2.3333333333333335,DMA
"CASTLEFORD, WEST YORKSHIRE",133613,53.72346599999999,-1.345968,2.3333333333333335,DMA
"CATERHAM, GREATER LONDON",377464,51.28029600000001,-0.08161589999999999,3.6666666666666665,WTM
"CATERHAM, SURREY",385841,51.28029600000001,-0.08161589999999999,3.6666666666666665,WTM
"CATTERICK GARRISON, NORTH YORKSHIRE",142757,54.3776861,-1.7228174,1.6666666666666667,TLA
"CHARD, DORSET",363960,50.8697919,-2.963316,2.3333333333333335,STL
"CHARD, SOMERSET",210782,50.8697919,-2.963316,2.3333333333333335,STL
"CHATHAM, KENT",271871,51.380952,0.52213,2.6,STDMA
"CHATHAM, MEDWAY",197381,51.380952,0.52213,2.6,STDMA
"CHATTERIS, CAMBRIDGESHIRE",169797,52.45610199999999,0.054012,1.0,A
"CHEADLE, CHESHIRE EAST",296500,53.394361,-2.214115,2.7142857142857144,WSTDMLA
"CHEADLE, CHESHIRE WEST AND CHESTER",320000,53.394361,-2.214115,2.7142857142857144,WSTDMLA
"CHEADLE, GREATER MANCHESTER",253060,53.394361,-2.214115,2.7142857142857144,WSTDMLA
"CHEDDAR, SOMERSET",262952,51.28016400000001,-2.7767019,3.0,S
"CHELMSFORD, ESSEX",310424,51.7355868,0.4685497,2.2,TDMLA
"CHELMSFORD, LUTON",425000,51.736293,0.4678424,2.2,TDMLA
"CHELMSFORD, SOUTHEND-ON-SEA",499999,51.5448387,0.70334,2.5,WSLA
"CHELTENHAM, ESSEX",329995,51.8993855,-2.0782533,2.6666666666666665,WSTMLA
"CHELTENHAM, GLOUCESTERSHIRE",288062,51.8993855,-2.0782533,2.6666666666666665,WSTMLA
"CHELTENHAM, SOUTH GLOUCESTERSHIRE",275000,51.8993855,-2.0782533,2.6666666666666665,WSTMLA
"CHEPSTOW, GLOUCESTERSHIRE",267543,51.641856,-2.673804,2.0,TL
"CHEPSTOW, MONMOUTHSHIRE",253632,51.641856,-2.673804,2.0,TL
"CHERTSEY, SURREY",371527,51.386491,-0.509456,2.0,SA
"CHESHAM, BUCKINGHAMSHIRE",362687,51.709401,-0.612333,4.0,WS
"CHESHAM, MILTON KEYNES",235000,51.709401,-0.612333,4.0,WS
"CHESSINGTON, GREATER LONDON",349964,51.363583,-0.296254,2.5,WSLA
"CHESTER LE STREET, COUNTY DURHAM",147805,54.8591161,-1.5740888,2.3333333333333335,TMA
"CHESTER LE STREET, TYNE AND WEAR",153349,54.8591161,-1.5740888,2.3333333333333335,TMA
"CHESTER, CHESHIRE EAST",245000,53.1610446,-2.2185932,2.3333333333333335,TMA
"CHESTER, CHESHIRE WEST AND CHESTER",233501,53.193392,-2.893075,2.7142857142857144,WSTDMLA
"CHESTER, FLINTSHIRE",192510,53.193625,-2.934551,2.2,TDMLA
"CHESTER, RHONDDA CYNON TAFF",269995,51.64902069999999,-3.4288692,1.6666666666666667,DLA
"CHESTERFIELD, DERBYSHIRE",162569,53.235048,-1.421629,2.2,SDMLA
"CHICHESTER, WEST SUSSEX",336500,50.83761000000001,-0.774936,2.5,WSLA
"CHIGWELL, ESSEX",486722,51.62628100000001,0.080647,2.6,WSMLA
"CHIGWELL, GREATER LONDON",293754,51.62628100000001,0.080647,2.6,WSMLA
"CHIPPENHAM, LEICESTERSHIRE",164000,51.461514,-2.1195157,2.0,SMLA
"CHIPPENHAM, WILTSHIRE",266036,51.461514,-2.1195157,2.0,SMLA
"CHIPPING NORTON, GLOUCESTERSHIRE",432973,51.9170952,-1.5419219,2.0,SA
"CHIPPING NORTON, OXFORDSHIRE",353268,51.943544,-1.542189,2.0,SA
"CHISLEHURST, GREATER LONDON",472075,51.412626,0.077487,2.5,STML
"CHOPPINGTON, NORTHUMBERLAND",114727,55.14686099999999,-1.598327,2.3333333333333335,TML
"CHORLEY, LANCASHIRE",179607,53.653511,-2.632596,2.5,TDMA
"CHRISTCHURCH, BOURNEMOUTH",725000,50.735777,-1.778586,2.5,WSLA
"CHRISTCHURCH, DORSET",327536,50.735777,-1.778586,2.5,WSLA
"CHRISTCHURCH, HAMPSHIRE",395581,50.735777,-1.778586,2.5,WSLA
"CHRISTCHURCH, POOLE",299125,50.7380046,-1.9883161,2.0,SDLA
